Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color Variants (product.metafields.custom.color_variants),Product Information (product.metafields.custom.product_information),Board game mechanics (product.metafields.shopify.board-game-mechanics),Color (product.metafields.shopify.color-pattern),Dexterity skills (product.metafields.shopify.dexterity-skills),Game features (product.metafields.shopify.game-features),Gameplay skills (product.metafields.shopify.gameplay-skills),Recommended age group (product.metafields.shopify.recommended-age-group),Stationery binding type (product.metafields.shopify.stationery-binding-type),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
a-dogs-life,A Dog's Life,"<p class=""p1"">Capture every wag, walk, and wonderful moment with A Dog’s Life. This journal is designed for dog lovers to record memories, milestones, and daily adventures with their furry best friend. A perfect keepsake to celebrate your pup’s unique personality and life journey.</p>",Printworks,Fill-in Book,Fill-in Book,small-bag,true,Title,Default Title,,,,,,,,PW00764,600,shopify,deny,manual,39,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_dog-journal_1_f1385a68-24d1-4b91-95c4-0815bdb392e5.jpg?v=1764081756,1,,false,,,,"Vendor: Printworks
Type: Fill-in Book
Weight: 600g",,,,,,,,,,,,,,kg,,,active
a-dogs-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_dog-journal_mood_1.jpg?v=1764081756,2,,,,,,,,,,,,,,,,,,,,,,,
a-dogs-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_dog-journal_3_7a6b4ca0-2cb2-4b40-8af8-dd7b75075e60.jpg?v=1764081756,3,,,,,,,,,,,,,,,,,,,,,,,
a-dogs-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_dog-journal_mood_2.jpg?v=1764081756,4,,,,,,,,,,,,,,,,,,,,,,,
a-dogs-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_dog-journal_2_2e2f8927-bd95-41c4-b15e-cedb13d594a4.jpg?v=1764081756,5,,,,,,,,,,,,,,,,,,,,,,,
a-dogs-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_dog-journal_4_039032f3-247a-4500-98a9-91fcdd9726b3.jpg?v=1764081735,6,,,,,,,,,,,,,,,,,,,,,,,
a-dogs-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_dog-journal_5_31dbfef2-39a5-434d-add5-142988e4b1c2.jpg?v=1764081735,7,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-red-cream,"Art of Backgammon, Red/Cream","<p class=""p1"">This Art of Backgammon takes on an eclectic twist with expressive patterns, bold red and cream tones, and eye-catching typography. The set opens like a book to reveal a sleek, acrylic playing surface — designed to stand out both in play and on display. Perfect for hours of strategic fun, it also includes easy-to-follow instructions in English, French, and German. Suitable for two players, ages 5 and up.</p>",Printworks,Board Game,Board Game,medium-bag,true,Title,Default Title,,,,,,,,PW00756,800,shopify,deny,manual,65,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-red_1_3e068ee5-f777-4453-b608-1027b1fe0f67.jpg?v=1764077532,1,,false,,,,"Vendor: Printworks
Type: Board Game
Weight: 800g",,,,,,,,,,,,,,kg,,,active
art-of-backgammon-red-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-red_mood_2.jpg?v=1764077532,2,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-red-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-red_2_617558fd-2c4a-4ac2-8ac4-d9464e7150ae.jpg?v=1764077532,3,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-red-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-red_mood_3.jpg?v=1764077532,4,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-red-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-red_mood_1.jpg?v=1764077532,5,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-red-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-red_3_18d76400-3481-4092-9cd6-cf7f8d2427eb.jpg?v=1764077513,6,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-red-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-red_4_ecf14eda-100b-4fdf-8710-b4658cd107d0.jpg?v=1764077514,7,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-anthracite,"Art of Backgammon, Anthracite","<p class=""p1"">Art of Backgammon – Anthracite gives the classic game a refined twist with subtle yet striking patterns in black, dusty blue, and orange. Designed to open like a book, it reveals a sleek acrylic board that invites hours of strategic play. A stylish addition to any room, whether in use or on display. Includes easy-to-read instructions in English, French, and German. Suitable for two players and recommended for ages 5 and up.<br></p>",Printworks,Board Game,Board Game,medium-bag,true,Title,Default Title,,,,,,,,PW00757,800,shopify,deny,manual,65,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-anthracite_1_c1c2e0ef-c9b0-4730-9b16-dbe0efb7433e.jpg?v=1764077478,1,,false,,,,"Vendor: Printworks
Type: Board Game
Weight: 800g",,,,,,,,,,,,,,kg,,,active
art-of-backgammon-anthracite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-anthracite_mood_1.jpg?v=1764077478,2,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-anthracite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-anthracite_2_b38a6cb9-b7d6-443a-8022-e827526f664d.jpg?v=1764077478,3,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-anthracite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-anthracite_mood_3.jpg?v=1764077478,4,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-anthracite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-anthracite_mood_2.jpg?v=1764077478,5,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-anthracite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-anthracite_3_1e3ccfbc-186d-48c3-94b5-177d723f34d2.jpg?v=1764077461,6,,,,,,,,,,,,,,,,,,,,,,,
art-of-backgammon-anthracite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_backgammon-anthracite_4_483ff179-ed61-41ad-a8bf-205270ec1dbe.jpg?v=1764077461,7,,,,,,,,,,,,,,,,,,,,,,,
the-minimalist,The Minimalist Chess,"<p class=""p1""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">Minimalist Chess is a refined reimagining of the classic game, designed for those who appreciate understated elegance. The precision-crafted wooden board rests inside a beige, cloth-covered, book-style box — a tactile detail that blends seamlessly with your coffee table décor. Made from walnut, maple, and Schima superba wood, it’s a functional piece of design that’s as exquisite on display as it is in play.</p>",Printworks,Board Game,Board Game,large-bag,true,Title,Default Title,,,,,,,,PW00766,2200,shopify,deny,manual,175,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_game_minimalist_1_6f659eb9-5271-456b-b635-d7359287c6b6.jpg?v=1764086203,1,,false,,,,"Vendor: Printworks
Type: Board Game
Weight: 2200g",,,,,,,,,,,,,,kg,,,active
the-minimalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/MinimalistChess.jpg?v=1771334699,2,,,,,,,,,,,,,,,,,,,,,,,
the-minimalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_game_minimalist_2_5b488e09-f865-4e02-a70a-2c200bc8543e.jpg?v=1771334699,3,,,,,,,,,,,,,,,,,,,,,,,
the-minimalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_game_minimalist_mood_1.jpg?v=1771334699,4,,,,,,,,,,,,,,,,,,,,,,,
the-minimalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_game_minimalist_mood_4.jpg?v=1771334699,5,,,,,,,,,,,,,,,,,,,,,,,
the-minimalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_game_minimalist_mood_3.jpg?v=1771334699,6,,,,,,,,,,,,,,,,,,,,,,,
the-minimalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_game_minimalist_5_c02b940d-8966-48f6-a3f0-55ffdf56b89e.jpg?v=1771334699,7,,,,,,,,,,,,,,,,,,,,,,,
the-minimalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_game_minimalist_4_0b664e03-ec7b-45b6-9f26-7e10824cebcd.jpg?v=1771334699,8,,,,,,,,,,,,,,,,,,,,,,,
the-minimalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_game_minimalist_3_8d263fee-7bb3-4bfa-a4fa-8b25abbbc31e.jpg?v=1771334699,9,,,,,,,,,,,,,,,,,,,,,,,
the-minimalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_game_minimalist_6_ffe89cb5-256b-46fd-9a0b-7a5607b12bb5.jpg?v=1771334699,10,,,,,,,,,,,,,,,,,,,,,,,
falafel-tools,Falafel Tools,"<p class=""p1"">Discover the essential kit for creating falafel from scratch – a stylish toolbox presented in a book-like box, perfect for food explorers. It also serves as a decorative piece in your kitchen when stored alongside cookbooks. <br><br>Included in this set: <br>• Falafel Scoop – For shaping uniform falafel balls with ease. <br>• Scoop Scraper - For a quick release of the falafel balls into the cooking vessel.</p>",Printworks,The Essentials,The Essentials,medium-bag,true,Title,Default Title,,,,,,,,PW00748,600,shopify,deny,manual,60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essential_Falafel-tools.jpg?v=1761831501,1,,false,,,,"Vendor: Printworks
Type: The Essentials
Weight: 600g",,,,,,,,,,,,,,kg,,,active
falafel-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_falafel_3_b88783c6-be8b-4ef5-a93f-967cd2ec5f1f.jpg?v=1764083499,2,,,,,,,,,,,,,,,,,,,,,,,
falafel-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_falafel_mood_1.jpg?v=1764083499,3,,,,,,,,,,,,,,,,,,,,,,,
falafel-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_falafel_4_be462a54-91f7-4166-a7f5-cc14e54794fb.jpg?v=1764083499,4,,,,,,,,,,,,,,,,,,,,,,,
falafel-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_falafel_2_4b2176fd-4460-4650-9c54-96e1635a2aa5.jpg?v=1764083499,5,,,,,,,,,,,,,,,,,,,,,,,
dumpling-tools,Dumpling Tools,"<p class=""p1"">Discover the essential kit for crafting perfect dumplings – a refined toolbox in an elegant book-like box that’s ideal for food lovers. When not in use, it makes a beautiful addition to your kitchen shelf, perfectly complementing your favorite cookbooks. <br><br>Included in this set: <br>• Dumpling Press – Fold and seal your dumplings with precision. <br>• 4 Sets of Chopsticks – For preparing or enjoying together. <br>• 1 Stainless Steel Dough Cutter – To cut your dumpling shapes perfectly.</p>",Printworks,The Essentials,The Essentials,medium-bag,true,Title,Default Title,,,,,,,,PW00747,700,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essential_Dumplings-tools.jpg?v=1761831524,1,,false,,,,"Vendor: Printworks
Type: The Essentials
Weight: 700g",,,,,,,,,,,,,,kg,,,active
dumpling-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_dumplings_3_3e9fe2b0-8a14-40e1-9b43-907444b3648d.jpg?v=1764083424,2,,,,,,,,,,,,,,,,,,,,,,,
dumpling-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_dumplings_mood_1.jpg?v=1764083424,3,,,,,,,,,,,,,,,,,,,,,,,
dumpling-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_dumplings_4_5ed07b9a-5169-458d-810e-da4647ab17c0.jpg?v=1764083424,4,,,,,,,,,,,,,,,,,,,,,,,
dumpling-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_dumplings_2_5aa2305a-30f5-4737-90f8-85fda4b8a638.jpg?v=1764083424,5,,,,,,,,,,,,,,,,,,,,,,,
wine-tools-beige,"Wine Tools, Beige","<p class=""p1"">Discover the essential kit for perfecting your wine experience - a refined toolbox in an elegant book-like box that makes the perfect going-away gift. <meta charset=""utf-8"">All products are made of stainless steel and are dishwasher safe.<br><br>Included in this set:<br>• Opener - The essential wine key with a worm, lever and foil cutter. <br>• Stopper - To protect and keep opened bottles fresh. <br>• Pourer - Allows the wine to breathe when its poured. <br>• Collar - Protects your table from wine stains and spill. </p>",Printworks,The Essentials,The Essentials,small-bag,true,Title,Default Title,,,,,,,,PW00754,400,shopify,deny,manual,45,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essential_Wine-tools-beige.jpg?v=1762330152,1,,false,,,,"Vendor: Printworks
Type: The Essentials
Weight: 400g",,,,,,,,,,,,,,kg,,,active
wine-tools-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_wine-beige_3_a5f3da55-e1e0-4910-a3a3-c92ba8eb421d.jpg?v=1764084443,2,,,,,,,,,,,,,,,,,,,,,,,
wine-tools-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essential_Wine_mood_3.jpg?v=1764084443,3,,,,,,,,,,,,,,,,,,,,,,,
wine-tools-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_wine-beige_mood_1.jpg?v=1771837854,4,,,,,,,,,,,,,,,,,,,,,,,
wine-tools-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_wine-beige_4_b845baea-96f0-4760-9191-4823bd48c634.jpg?v=1771837854,5,,,,,,,,,,,,,,,,,,,,,,,
wine-tools-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_wine-beige_2_c3d3d1d7-67be-4cce-aa02-770fd858562f.jpg?v=1771837854,6,,,,,,,,,,,,,,,,,,,,,,,
ramen-tools,Ramen Tools,"<p class=""p1"">Discover the essential kit for a cozy ramen night at home – a refined toolbox in a book-like box, ideal as a thoughtful gift or for upgrading your own kitchen rituals. When not in use, it adds a decorative touch to your shelf, fitting right in alongside your cookbooks. <br><br>Included in this set: <br>• Noodle Cutter – For slicing homemade noodles with ease. <br>• 2 Ramen Spoons – Deep, wide spoons ideal for broth and toppings. <br>• 2 Sets of Chopsticks – Perfect for sharing your ramen experience.<br></p>",Printworks,The Essentials,The Essentials,medium-bag,true,Title,Default Title,,,,,,,,PW00750,700,shopify,deny,manual,60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essential_Ramen-tools.jpg?v=1761831435,1,,false,,,,"Vendor: Printworks
Type: The Essentials
Weight: 700g",,,,,,,,,,,,,,kg,,,active
ramen-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_ramen_3.jpg?v=1761831435,2,,,,,,,,,,,,,,,,,,,,,,,
ramen-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_ramen_mood_1.jpg?v=1761831435,3,,,,,,,,,,,,,,,,,,,,,,,
ramen-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_ramen_4_43bbb47a-a4b4-4be4-ba44-3b0767f7f60f.jpg?v=1764084337,4,,,,,,,,,,,,,,,,,,,,,,,
ramen-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_essentials_ramen_2_7fef03cc-27df-4555-9cde-4665fae38ffe.jpg?v=1764084337,5,,,,,,,,,,,,,,,,,,,,,,,
bookend-black-white-marble,"Stair Cube, Marble","<p><meta charset=""utf-8""> <meta charset=""utf-8""><span data-mce-fragment=""1"">Elevate your home decor with our Stair Cube Bookends, crafted from a blend of black and white marble. These natural stone bookends not only maintain the order of your books but also serve as captivating decorative pieces. With unique variations due to their cuts from different stone parts, each pair is a masterpiece celebrating the beauty of nature.</span></p>",Printworks,Bookends,Bookends,,true,Title,Default Title,,,,,,,,PW00548,1300,shopify,deny,manual,60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_bookend_marble.jpg?v=1743596127,1,,false,,,,"Vendor: Printworks
Type: Bookends
Weight: 1300g",,,,,,,,,,,,,,kg,,,active
bookend-black-white-marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_bookend_marble_2.jpg?v=1743596127,2,,,,,,,,,,,,,,,,,,,,,,,
bookend-black-white-marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Bookend_Marble_mood_1.jpg?v=1743596127,3,,,,,,,,,,,,,,,,,,,,,,,
bookend-black-white-marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Bookend_Marble_mood_2.jpg?v=1743596127,4,,,,,,,,,,,,,,,,,,,,,,,
last-christmas,Last Christmas,"<div class=""c-scrollbar__hider"" role=""presentation"" data-qa=""slack_kit_scrollbar"">
<div class=""c-scrollbar__child"" role=""presentation"">
<div aria-label=""Mikaela Niemetz (direct message, away)"" role=""list"" class=""c-virtual_list__scroll_container"" data-qa=""slack_kit_list"">
<div data-item-key=""1719405282.290939"" data-qa=""virtual-list-item"" id=""1719405282.290939"" role=""listitem"" class=""c-virtual_list__item"" aria-setsize=""-1"" tabindex=""0"">
<div data-qa-placeholder=""false"" data-qa-unprocessed=""false"" data-qa=""message_container"" class=""c-message_kit__background p-message_pane_message__message c-message_kit__message p-message_pane_message__message--last"" role=""presentation"">
<div data-qa-hover=""true"" class=""c-message_kit__hover"" aria-roledescription=""message"" role=""document"">
<div class=""c-message_kit__actions c-message_kit__actions--default"">
<div class=""c-message_kit__gutter"">
<div data-qa=""message_content"" class=""c-message_kit__gutter__right"" role=""presentation"">
<div class=""c-message_kit__blocks c-message_kit__blocks--rich_text"">
<div data-qa=""message-text"" class=""c-message__message_blocks c-message__message_blocks--rich_text"">
<div data-qa=""block-kit-renderer"" class=""p-block_kit_renderer"">
<div class=""p-block_kit_renderer__block_wrapper p-block_kit_renderer__block_wrapper--first"">
<div dir=""auto"" class=""p-rich_text_block"">
<div class=""p-rich_text_section"">
<p class=""p1"">Discover our first coffee table photo album dedicated to the best season of the year. Last Christmas features a beautiful navy cloth cover with gold foiled text. <br><meta charset=""utf-8""></p>
<p><meta charset=""utf-8"">The photo album includes 30 pages of high-quality black photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a> The album can hold up to 40 pages, and extra <meta charset=""utf-8""><a href=""https://printworksmarket.com/products/photo-album-10-pack-refill-paper-l"">photo paper</a> (large) is available if you need more space.<br><br>Place the photo album on your coffee table to keep those moments always within reach while elevating your home decor.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<!---->",Printworks,Photo Album,Photo Album,"Large Photo Albums, medium-bag, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00681,1300,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_last-christmas.jpg?v=1743595800,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1300g",,,,,,,,,,,,,,kg,,,active
last-christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_LastChristmas_mood_5.jpg?v=1743595800,2,,,,,,,,,,,,,,,,,,,,,,,
last-christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_last-christmas_2_e8899010-495f-4d2e-9db6-e58fcf1a8ebc.jpg?v=1764767174,3,,,,,,,,,,,,,,,,,,,,,,,
last-christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_LastChristmas_mood_2.jpg?v=1764767174,4,,,,,,,,,,,,,,,,,,,,,,,
